"Rk","Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp","PasTotAtt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoAtt","PasShoCmp.","PasMedCmp","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","PasPress","Sw","PasCrs","CK","CkIn","CkOut","CkStr","PasGround","PasLow","PasHigh","PaswLeft","PaswRight","PaswHead","TI","PaswOther","PasCmp","PasOff","PasOut","PasInt","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Press","PresSucc","Press.","PresDef3rd","PresMid3rd","PresAtt3rd","Blocks","BlkSh","BlkShSv","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","TouLive","DriSucc","DriAtt","DriSucc.","DriPast","DriMegs","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","RecTarg","Rec","Rec.","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
2059,"Benjamin Pavard","FRA","DF","Bayern Munich","Bundesliga",26,1996,25,24,2076,23.1,0,0.82,0.13,15.8,0,0,20.9,0,0,0,79,90.5,87.3,1451,521.5,31.8,34.1,93.3,37.9,42.2,89.8,8.27,12.1,68.2,0.04,0.78,7.58,1.43,0.39,6.54,90.5,83.3,7.14,1.04,0.17,8.48,1.56,1.47,0,0,0,0,67,9.26,14.2,4.24,74.8,3.51,6.1,0.26,79,0.17,0.78,2.47,0.95,1.95,1.6,0.04,0,0.17,0.04,0.09,0.17,0.17,0,0,0,0,0,1.86,1.21,0.95,0.74,0.17,0.61,1.13,53.8,0.52,10.2,3.33,32.8,4.11,4.33,1.73,1.82,0.74,0,1.08,1.99,3.85,2.42,0,100,6.1,31.7,55.9,17.3,1.43,93,0.17,0.35,50,0.17,0,66.6,283.6,150.7,6.8,1.65,0.04,0.22,0.39,74.3,71.8,96.7,1.73,0.09,0.04,0,0.78,0.48,0.09,1.47,1.21,0,0,0,11.3,2.34,0.91,72,226851,"https://sofifa.com/player/226851/benjamin-pavard/220002","B. Pavard","RB, CB",79,82,21500000,64000,25,1996-03-28,186,81,21,"FC Bayern München","German 1. Bundesliga",1,"RB",5,NA,2019-07-01,2024,18,"France",NA,NA,NA,"Right",3,3,3,"Low/High","Normal (185+)","Yes",37100000,NA,NA,69,53,72,71,78,76,77,43,80,75,70,68,63,51,76,77,68,69,66,76,66,71,86,79,76,53,69,78,58,66,51,76,76,79,80,9,7,15,7,15,NA,"66+3","66+3","66+3","67",66,66,66,"67","68+3","68+3","68+3","70+3","72+3","72+3","72+3","70+3","76+3","76+3","76+3","76+3","76+3","77+3","77+3","77+3","77+3","77+3","17+3","https://cdn.sofifa.net/players/226/851/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png",NA,"https://cdn.sofifa.net/flags/fr.png"
2065,"Pedri","ESP","MF","Barcelona","La Liga",19,2002,12,10,885,9.8,0.31,1.22,0.51,41.7,0.25,0.6,17.8,0,0,0,53.2,62.6,85,1025.8,230.5,21.6,24.5,88.3,21.6,24.3,89.1,8.27,10.3,80.2,0.1,1.63,5.51,1.84,0,5.61,62.6,60,2.55,0.51,0.2,11.5,1.94,0.51,1.63,0.41,0.71,0.2,49.6,4.9,8.06,11,49.7,0.71,0.41,0.51,53.2,0.41,0.31,2.45,1.84,3.98,2.76,0.61,0.1,0.2,0.31,0,0.61,0.41,0,0,0.1,0.1,0,1.84,1.22,0.51,0.82,0.51,0.51,2.14,23.8,1.63,22,7.14,32.4,6.02,10,6.02,2.04,0.1,0,1.94,1.12,2.96,0.41,0.1,74.2,1.22,9.49,39.2,30.7,2.45,71.7,1.22,2.04,60,1.43,0.1,58.1,286.4,128.8,6.43,1.63,0.51,0.82,2.24,64.7,56.9,88,5.71,0,0,0,0.2,1.84,0,0.51,1.22,0,0,0,8.67,0.41,0.71,36.4,251854,"https://sofifa.com/player/251854/pedro-gonzalez-lopez/220002","Pedri","CM",81,91,5.4e+07,51000,18,2002-11-25,174,61,241,"FC Barcelona","Spain Primera Division",1,"LCM",16,NA,2020-08-04,2022,45,"Spain",1362,"LCM",26,"Right",4,4,2,"High/High","Lean (170-185)","No",121500000,"#Engine, #Acrobat","Solid Player, Flair, Technical Dribbler (AI)",78,65,79,84,66,63,68,68,50,85,45,84,73,51,80,83,81,76,88,81,89,62,65,86,53,65,59,68,77,86,53,84,65,73,63,12,7,11,8,8,NA,"71+2","71+2","71+2","79",78,78,78,"79","81+2","81+2","81+2","80+2","81+2","81+2","81+2","80+2","75+2","75+2","75+2","75+2","75+2","73+2","66+2","66+2","66+2","73+2","17+2","https://cdn.sofifa.net/players/251/854/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1362/60.png","https://cdn.sofifa.net/flags/es.png"
2075,"Luca Pellegrini","ITA","DF","Juventus","Serie A",23,1999,18,15,1107,12.3,0,0.49,0.08,16.7,0,0,21.5,0,0,0,42.3,55.6,76,808.4,307.7,17.9,20.6,87,18.5,22.4,82.5,5.69,11.1,51.5,0.08,1.06,3.17,1.3,0.65,2.85,55.6,45.3,10.3,1.06,0.08,4.88,1.71,2.11,1.22,0.57,0.49,0.08,30.8,11.4,13.4,40.6,5.77,0.81,8.05,0,42.3,0,0.81,1.63,1.87,2.03,1.38,0.33,0.16,0,0.16,0,0.16,0.16,0,0,0,0,0,2.11,1.54,1.38,0.49,0.24,0.81,1.3,62.5,0.49,14.3,5.28,36.9,7.97,3.33,3.01,1.87,0.08,0,1.79,1.22,3.33,1.79,0,65.9,3.25,22.6,27.6,18.4,0.89,55.9,1.06,1.79,59.1,1.06,0.41,42.4,168.4,93.7,4.47,0.98,0.16,0.73,1.14,44.1,40.9,92.6,1.14,0.49,0,0,1.87,1.71,0,2.11,1.54,0,0,0,6.99,0.81,0.89,47.6,243237,"https://sofifa.com/player/243237/luca-pellegrini/220002","L. Pellegrini","LB",74,82,9e+06,42000,22,1999-03-07,178,72,45,"Juventus","Italian Serie A",1,"SUB",17,NA,2019-07-01,2023,27,"Italy",NA,NA,NA,"Left",4,2,1,"High/Medium","Normal (170-185)","No",16700000,NA,"Long Passer (AI)",83,54,64,72,69,61,79,46,57,70,47,74,61,39,64,72,84,83,71,68,70,65,58,68,53,60,75,65,68,44,49,69,71,74,71,6,9,11,6,5,NA,"64+2","64+2","64+2","69",66,66,66,"69","65+2","65+2","65+2","70+2","65+2","65+2","65+2","70+2","72+2","68+2","68+2","68+2","72+2","72+2","68+2","68+2","68+2","72+2","13+2","https://cdn.sofifa.net/players/243/237/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/it.png"
2087,"Danilo Pereira","POR","MF","Paris S-G","Ligue 1",30,1991,27,22,2038,22.6,0.22,0.84,0.35,42.1,0.26,0.63,10.5,0,0,0,65.3,69.1,94.5,1220.1,277.3,25,26.2,95.1,32.1,33.5,96,7.17,8.05,89,0,0.22,4.29,0.22,0,2.52,69.1,68.2,0.93,0.75,0.09,8.72,1.64,0,0,0,0,0,61.2,4.12,3.81,3.19,63.8,0.88,0.18,0.18,65.3,0.04,0.58,1.02,0.35,0.88,0.62,0,0.04,0.04,0.04,0.13,0,0,0,0,0,0,0,1.68,1.06,0.58,0.88,0.22,0.53,1.42,37.5,0.88,11.5,3.05,26.6,3.05,6.59,1.81,1.11,0.44,0,0.66,1.9,3.58,1.15,0.04,77.4,3.58,19.7,52.7,9.12,0.97,76.5,0.4,0.8,50,0.4,0,58.2,242.8,116.2,3.23,0.88,0,0.35,0.49,63.4,60.9,96.1,0.93,0.09,0,0,0.97,1.19,0.04,0,1.06,0,0,0,8.27,1.33,0.8,62.5,200888,"https://sofifa.com/player/200888/danilo-luis-helio-pereira/220002","Danilo Pereira","CDM, CM",81,81,2.2e+07,85000,29,1991-09-09,188,83,73,"Paris Saint-Germain","French Ligue 1",1,"SUB",15,NA,2020-10-05,2025,38,"Portugal",1354,"SUB",13,"Right",3,3,3,"Medium/High","Normal (185+)","Yes",40700000,"#Strength",NA,64,63,71,73,80,86,58,57,83,81,55,75,54,53,78,77,60,67,54,75,60,74,77,85,89,67,80,80,71,72,57,78,81,81,68,9,7,13,14,15,NA,"72+3","72+3","72+3","69",72,72,72,"69","72+3","72+3","72+3","72+3","77+3","77+3","77+3","72+3","74+3","79+2","79+2","79+2","74+3","75+3","80+1","80+1","80+1","75+3","18+3","https://cdn.sofifa.net/players/200/888/22_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png","https://cdn.sofifa.net/teams/1354/60.png","https://cdn.sofifa.net/flags/pt.png"
2101,"Mattia Perin","ITA","GK","Juventus","Serie A",29,1992,5,5,405,4.5,0,0,0,0,0,0,0,0,0,0,24.2,30.4,79.6,633.6,269.8,5.78,5.78,100,11.3,11.8,96.2,7.11,12.9,55.2,0,0,0.22,0,0,0,30.4,22.7,7.78,2,0,1.78,2.67,0,0,0,0,0,20.2,0.44,9.78,6.89,19.3,0,0,3.11,24.2,0,1.33,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,29.1,31.8,0.22,0,0,24.2,0,0,0,0,0,15.8,54.9,24.2,0,0,0,0,0,16.4,16.4,100,0,0,0,0,0,0.22,0,0,0,0,0,0,4.67,0,0,0,198009,"https://sofifa.com/player/198009/mattia-perin/220002","M. Perin","GK",80,82,1.8e+07,64000,28,1992-11-10,188,77,45,"Juventus","Italian Serie A",1,"SUB",36,NA,2018-07-01,2022,27,"Italy",NA,NA,NA,"Right",3,1,2,"Medium/Medium","Lean (185+)","Yes",31100000,NA,"Injury Prone, Cautious With Crosses",NA,NA,NA,NA,NA,NA,11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65,20,12,19,80,80,71,79,82,57,"30+2","30+2","30+2","31",32,32,32,"31","33+2","33+2","33+2","31+2","31+2","31+2","31+2","31+2","29+2","29+2","29+2","29+2","29+2","29+2","27+2","27+2","27+2","29+2","79+2","https://cdn.sofifa.net/players/198/009/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/it.png"
2102,"Ivan Perišić","CRO","DF","Inter","Serie A",33,1989,35,35,2821,31.3,0.26,1.44,0.51,35.6,0.16,0.44,14.7,0,0.03,0.03,35.8,49,73.1,683.5,250.1,16.1,19.2,83.7,14.1,18.5,76.3,5.05,8.69,58.1,0.19,1.92,2.04,1.95,0.93,4.09,49,42.7,6.36,0.22,0.03,6.1,1.5,4.7,0.03,0,0.03,0,26.1,10.4,12.5,15,23.4,2.88,6.1,0.32,35.8,0.19,1.09,2.17,2.08,3.39,2.84,0.16,0.16,0.1,0,0.13,0.42,0.35,0,0.03,0.03,0,0,1.31,0.93,0.73,0.22,0.35,0.67,1.73,38.9,1.05,11.5,3.23,28,2.65,4.44,4.44,1.92,0.22,0,1.69,1.95,3.26,1.05,0.03,58.3,2.46,13.5,22.7,26,4.98,52,0.73,1.47,50,0.83,0.06,34.4,214.1,139.4,6.26,2.14,1.37,0.99,0.54,43.4,37.9,87.2,4.19,0.13,0,0,0.96,0.22,0.42,4.7,0.93,0,0,0,6.77,1.79,1.21,59.6,181458,"https://sofifa.com/player/181458/ivan-perisic/220002","I. Perišić","LM, LW, LWB",81,81,20500000,105000,32,1989-02-02,186,80,44,"Inter","Italian Serie A",1,"LM",14,NA,2015-09-01,2022,10,"Croatia",NA,NA,NA,"Left",5,4,3,"Medium/Medium","Lean (185+)","Yes",34900000,NA,"Flair",81,79,76,79,64,74,80,78,80,78,81,78,73,75,72,80,82,81,81,79,78,84,85,75,76,77,65,69,83,74,76,80,64,58,54,6,7,10,9,6,NA,"80+1","80+1","80+1","79",79,79,79,"79","78+3","78+3","78+3","79+2","76+3","76+3","76+3","79+2","72+3","70+3","70+3","70+3","72+3","71+3","69+3","69+3","69+3","71+3","15+3","https://cdn.sofifa.net/players/181/458/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/hr.png"
2141,"Carlo Pinsoglio","ITA","GK","Juventus","Serie A",32,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,20,22,90.9,678,448,0,0,0,12,12,100,8,10,80,0,0,0,0,0,0,22,20,2,0,0,6,0,0,0,0,0,0,12,2,8,20,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,22,0,0,0,0,0,18,52,18,0,0,0,0,0,22,20,90.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189342,"https://sofifa.com/player/189342/carlo-pinsoglio/220002","C. Pinsoglio","GK",72,72,1200000,32000,31,1990-03-16,194,85,45,"Juventus","Italian Serie A",1,"SUB",23,NA,2014-07-01,2023,27,"Italy",NA,NA,NA,"Left",2,1,1,"Medium/Medium","Lean (185+)","No",2e+06,NA,"Team Player",NA,NA,NA,NA,NA,NA,13,11,13,24,8,18,11,18,28,22,43,41,36,62,40,44,71,34,60,6,32,18,11,35,22,64,20,12,13,74,70,58,74,76,42,"26+2","26+2","26+2","25",26,26,26,"25","26+2","26+2","26+2","26+2","26+2","26+2","26+2","26+2","25+2","27+2","27+2","27+2","25+2","25+2","26+2","26+2","26+2","25+2","71+1","https://cdn.sofifa.net/players/189/342/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/it.png"
2143,"Gerard Piqué","ESP","DF","Barcelona","La Liga",35,1987,27,25,2092,23.2,0.04,0.82,0.13,15.8,0.05,0.33,12.1,0.04,0,0,65,71.7,90.6,1473.3,396.9,14.7,16.3,90.7,37.2,38.7,96.1,12.5,15.9,78.6,0,0.09,5.56,0.13,0,4.7,71.7,69.3,2.46,1.98,0,6.38,3.41,0,0,0,0,0,56.2,4.31,11.3,4.22,61.4,3.36,0.22,0.17,65,0.17,0.65,0.91,0.26,0.99,0.69,0.04,0.04,0.13,0,0.09,0.22,0.13,0.04,0,0.04,0,0,0.95,0.69,0.69,0.26,0,0.3,0.52,58.3,0.22,7.16,3.06,42.8,3.45,3.49,0.22,1.42,0.69,0,0.73,1.51,2.46,4.7,0.04,81.2,11,39,45,2.72,1.21,79,0.26,0.26,100,0.26,0.04,54.7,319.4,191.9,5.3,0.69,0,0.22,0.17,58.6,57.2,97.5,0.09,0.43,0.04,0.04,1.47,0.69,0.04,0,0.69,0,0,0,11.8,3.84,1.85,67.4,152729,"https://sofifa.com/player/152729/gerard-pique-bernabeu/220002","Piqué","CB",84,84,13500000,175000,34,1987-02-02,194,85,241,"FC Barcelona","Spain Primera Division",1,"LCB",3,NA,2008-07-01,2024,45,"Spain",NA,NA,NA,"Right",3,2,4,"High/Medium","Unique","Yes",27700000,"#Aerial Threat, #Strength","Leadership",58,61,71,68,85,78,57,65,84,80,57,63,58,43,80,80,50,64,57,85,35,62,74,63,86,51,79,85,64,72,69,87,86,85,83,10,11,14,15,8,NA,"70+3","70+3","70+3","67",69,69,69,"67","71+3","71+3","71+3","69+3","75+3","75+3","75+3","69+3","75+3","81+3","81+3","81+3","75+3","77+3","83+1","83+1","83+1","77+3","19+3","https://cdn.sofifa.net/players/152/729/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/es.png"
2150,"Paul Pogba","FRA","MFFW","Manchester Utd","Premier League",29,1993,20,16,1349,15,0.07,2.13,0.53,25,0.03,0.13,17.3,0,0,0,49.2,58.6,84,992.7,261.2,20.1,23,87.5,18.7,21,89.2,8.93,11.4,78.4,0.6,1.6,7.33,1.73,0.33,6.27,58.6,57.7,0.93,0.8,0.33,12.3,3.13,1,0.07,0,0,0,43.7,5.93,9,6.27,49.1,1.2,0,0.47,49.2,0.2,1.13,2,1.33,3.4,2.67,0.07,0.27,0.07,0.33,0,0.73,0.67,0.07,0,0,0,0,1.33,0.87,0.6,0.6,0.13,0.33,1.27,26.3,0.93,17.6,5.07,28.8,4.07,8.47,5.07,1.07,0.07,0,1,1.27,2.6,1.67,0,72.4,1.87,12.1,43.4,21.7,3.4,71.7,2.67,3.47,76.9,2.73,0.07,54.1,233.9,140.6,6.47,1.6,0.53,1.67,2.27,64.5,56.7,87.9,4,0.47,0.07,0,3,2.6,0,1,0.87,0,0,0,8.4,2.6,1.73,60,195864,"https://sofifa.com/player/195864/paul-pogba/220002","P. Pogba","CM, LM",87,87,79500000,220000,28,1993-03-15,191,84,11,"Manchester United","English Premier League",1,"RDM",6,NA,2016-08-09,2022,18,"France",1335,"RCM",6,"Right",4,5,4,"High/Medium","Unique","Yes",147100000,"#Dribbler, #Playmaker, #Distance Shooter, #Strength, #Complete Midfielder","Injury Prone, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",71,81,86,86,65,83,77,75,74,88,84,88,85,82,92,90,63,77,73,83,67,90,82,77,89,84,78,65,80,89,81,88,59,67,63,5,6,2,4,3,NA,"82+3","82+3","82+3","82",83,83,83,"82","85+2","85+2","85+2","83+3","85+2","85+2","85+2","83+3","74+3","78+3","78+3","78+3","74+3","72+3","72+3","72+3","72+3","72+3","13+3","https://cdn.sofifa.net/players/195/864/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png"
2181,"Riqui Puig","ESP","MF","Barcelona","La Liga",22,1999,15,2,487,5.4,0.19,1.67,0.56,33.3,0.11,0.33,18.5,0,0,0,77.8,84.1,92.5,1312.6,179.3,39.4,40.7,96.8,27.6,30,92,8.33,9.63,86.5,0,0.93,5.93,1.11,0,4.26,84.1,82.8,1.3,1.11,0,8.89,1.48,0.19,0.19,0,0,0,75.4,4.26,4.44,4.07,79.3,0.19,0,0.56,77.8,0,0.74,2.22,1.48,4.07,3.7,0,0.19,0.19,0,0,0.56,0.19,0,0.19,0.19,0,0,0.93,0.56,0.19,0.74,0,0,1.3,0,1.3,16.5,3.89,23.6,2.22,9.63,4.63,0.19,0,0,0.19,0.93,1.85,0,0,94.1,0.74,8.15,56.7,34.3,2.78,93,1.11,1.3,85.7,1.11,0,78,322.2,139.8,7.96,2.59,0.19,1.48,2.22,86.9,82,94.5,5.37,0,0,0,1.67,2.78,0,0.19,0.56,0,0,0,7.78,0,0.74,0,242816,"https://sofifa.com/player/242816/ricard-puig-marti/220002","Riqui Puig","CM",76,85,1.7e+07,75000,21,1999-08-13,169,56,241,"FC Barcelona","Spain Primera Division",1,"SUB",6,NA,2018-07-01,2023,45,"Spain",NA,NA,NA,"Right",3,3,1,"High/Medium","Lean (170-)","No",38300000,NA,"Flair, Playmaker (AI)",67,61,75,81,58,63,60,63,49,82,56,81,66,51,79,83,69,65,82,72,85,60,55,65,62,61,65,61,64,83,55,77,53,65,53,12,15,14,12,9,NA,"66+2","66+2","66+2","73",73,73,73,"73","76+2","76+2","76+2","74+2","76+2","76+2","76+2","74+2","66+2","69+2","69+2","69+2","66+2","64+2","61+2","61+2","61+2","64+2","19+2","https://cdn.sofifa.net/players/242/816/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/es.png"
2184,"Christian Pulisic","USA","MFFW","Chelsea","Premier League",23,1998,22,13,1290,14.3,0.42,1.96,0.77,39.3,0.21,0.55,12.9,0,0,0,25.7,32.3,79.7,373.3,72.9,16.2,18.8,86.2,8.32,10.1,82.1,0.77,1.33,57.9,0.14,1.05,1.61,0.7,0,2.1,32.3,31.1,1.19,0.07,0,8.11,0.14,0.91,0,0,0,0,25.8,3.85,2.66,6.01,23.8,0.7,0.77,0.21,25.7,0.14,0.49,1.4,1.4,2.31,1.61,0,0,0.14,0.35,0.21,0.14,0.14,0,0,0,0,0,1.26,0.63,0.35,0.77,0.14,0.14,0.84,16.7,0.7,20.6,5.03,24.5,3.29,8.67,8.6,1.26,0,0,1.26,0.77,2.03,0.63,0,47.6,0.63,5.73,20.7,25.3,5.52,46.5,1.4,3.29,42.6,1.68,0.07,35.7,200.1,109.2,6.29,1.75,0.91,2.87,2.17,49.2,35.7,72.6,8.46,0.14,0,0,0.98,2.45,0.28,0.91,0.63,0,0,0,5.52,1.05,2.31,31.3,227796,"https://sofifa.com/player/227796/christian-pulisic/220002","C. Pulisic","LW, RW, LM",82,88,4.9e+07,120000,22,1998-09-18,177,69,5,"Chelsea","English Premier League",1,"LW",10,NA,2019-01-02,2024,95,"United States",1387,"LW",10,"Right",4,4,3,"Medium/Medium","Lean (170-185)","Yes",100500000,"#Dribbler","Injury Prone, Speed Dribbler (AI)",89,70,73,86,37,59,74,73,50,77,70,88,69,58,59,85,91,87,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47,8,12,13,16,14,NA,"75+3","75+3","75+3","81",80,80,80,"81","79+3","79+3","79+3","80+3","72+3","72+3","72+3","80+3","64+3","57+3","57+3","57+3","64+3","60+3","49+3","49+3","49+3","60+3","20+3","https://cdn.sofifa.net/players/227/796/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1387/60.png","https://cdn.sofifa.net/flags/us.png"
2194,"Adrien Rabiot","FRA","MF","Juventus","Serie A",27,1995,32,28,2285,25.4,0,1.02,0.28,26.9,0,0,16.8,0,0,0,33.9,41,82.7,588.4,142.4,14.8,17.4,85.3,14.9,17.1,86.9,3.35,4.57,73.3,0.08,0.79,2.24,0.59,0.2,2.4,41,39.8,1.22,0.98,0,7.68,0.31,0.79,0,0,0,0,31.3,4.92,4.8,26.5,10,2.17,0.24,0.39,33.9,0.04,0.55,0.87,1.18,1.54,1.26,0,0.12,0.08,0.08,0,0.12,0.12,0,0,0,0,0,2.91,2.13,1.77,0.91,0.24,0.55,1.3,42.4,0.75,22.7,7.4,32.6,8.66,10.6,3.43,2.09,0.43,0,1.65,1.26,4.17,1.14,0.04,53,3.7,14.7,28.5,14,2.32,51.8,0.98,1.54,64.1,1.02,0,34.6,232.7,108,4.21,1.77,0.47,1.22,1.22,39.4,34.5,87.5,2.48,0.2,0,0,1.89,1.18,0.16,0.79,2.13,0,0.04,0,8.46,2.13,1.22,63.5,210008,"https://sofifa.com/player/210008/adrien-rabiot/220002","A. Rabiot","CM, CDM",81,82,3e+07,87000,26,1995-04-03,192,80,45,"Juventus","Italian Serie A",1,"LDM",25,NA,2019-07-01,2023,18,"France",1335,"LCM",14,"Left",3,3,2,"Medium/Medium","Lean (185+)","Yes",51800000,NA,NA,76,74,76,80,76,79,70,69,69,84,69,80,55,59,80,84,70,81,69,82,69,86,73,86,80,76,69,80,76,75,67,80,70,81,75,9,12,9,7,15,NA,"77+2","77+2","77+2","77",78,78,78,"77","79+2","79+2","79+2","78+2","81+1","81+1","81+1","78+2","79+2","80+2","80+2","80+2","79+2","78+2","77+2","77+2","77+2","78+2","19+2","https://cdn.sofifa.net/players/210/008/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png"
2199,"Ionuț Andrei Radu","ROU","GK","Inter","Serie A",25,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,19,23,82.6,556,279,4,4,100,8,8,100,7,11,63.6,0,0,1,0,0,0,23,19,4,0,0,4,0,0,0,0,0,0,14,0,9,2,19,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,20,24,0,0,0,20,0,0,0,0,0,18,75,51,0,0,0,1,0,17,17,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234102,"https://sofifa.com/player/234102/ionut-andrei-radu/220002","I. Radu","GK",75,80,7e+06,43000,24,1997-05-28,188,78,44,"Inter","Italian Serie A",1,"RES",97,NA,2013-08-13,2024,39,"Romania",NA,NA,NA,"Right",2,1,1,"Medium/Medium","Normal (185+)","Yes",12400000,NA,"Comes For Crosses",NA,NA,NA,NA,NA,NA,13,18,16,24,16,15,16,15,26,17,42,38,43,65,40,54,59,32,58,17,22,14,9,37,15,56,12,19,15,79,69,72,75,80,40,"28+2","28+2","28+2","25",26,26,26,"25","26+2","26+2","26+2","25+2","26+2","26+2","26+2","25+2","24+2","25+2","25+2","25+2","24+2","24+2","25+2","25+2","25+2","24+2","74+2","https://cdn.sofifa.net/players/234/102/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/ro.png"
